MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHW285784,RES,Active,,6,31,09/26/2020,,,,"$549,900","$549,900",,12393,,Lime Kiln,,Fulton,MD,9608,HOWARDMD,,,,BEAUFORT PARK,Patricia B Smallwood,31970,Maryland Real Estate Network,MDRN1,(240) 456-0016,,,,,,,,,,,5551,2019,0.92,010,FeeSimple,No,No,No,,,,1976,1676,Excellent,3,2,1,Two,Rancher,"Lower1,Main",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1676,0,Excellent,,
VALO422378,RES,Active,,1,1,10/01/2020,,,,"$849,000","$849,000",,24624,,Lavender Grove,,Aldie,VA,5843,LOUDOUNVA,,,,GROVE AT WILLOWSFORD,Donald Winland,148451,Winland Real Estate,WINLR1,(703) 328-5956,,,,,,,,,,,7909,2020,0.24,,FeeSimple,No,No,Yes,Quarterly,667,Quarterly,2015,5044,Excellent,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3744,1300,Excellent,,
VAFX1157602,RES,Active,,6,6,09/26/2020,,,,"$809,999","$809,999",,3132,,Annandale,,Falls Church,VA,2601,FAIRFAXVA,,,,ANNANDALE FALLS CHRCH RD,Cristian Del Cid,3064514,Realty Concepts Group LLC,RCGR1,(703) 998-0070,,,,,,,,,,,8079,2020,0.39,132,FeeSimple,No,No,No,,,,1981,2424,Excellent,4,3,,Two,Contemporary,"Main,Upper1",,No,1,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,2424,0,Excellent,,
MDPG582086,RES,Active,,6,6,09/26/2020,,,,"$499,000","$499,000",,4614,,Drexel,,College Park,MD,3604,PRINCEGEORGESMD,,,,COLLEGE PARK,Jean M Bourne-Pirovic,1448,"Long & Foster Real Estate, Inc.",LNG150,(301) 388-2600,,,,,,,,,,,5689,2019,0.19,011,FeeSimple,No,No,No,,,,1940,1408,Average,3,1,1,Three,Colonial,"Main,Upper1",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1408,0,Average,,
VAPW505348,RES,Active,,1,1,09/30/2020,,,,"$959,900","$959,900",,6017,,Empire Lakes,,Haymarket,VA,6105,PRINCEWILLIAMVA,,,,DOMINION VALLEY COUNTRY CLUB,John E Grzejka,3047407,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,9362,2020,0.33,131,FeeSimple,No,No,Yes,Monthly,155.75,Monthly,2004,6382,Excellent,4,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,3,,MainFlrLndry,,,Yes,No,No,The Carlton Estate Collection,,,,2.5,,,BRIGHT,4628,1754,Excellent,,
VAFX1156726,RES,Active,,2,2,09/30/2020,,,,"$524,999","$524,999",,7420,,Dickenson,,Springfield,VA,4016,FAIRFAXVA,,,,SPRINGFIELD,Zabrine Watson,3087722,Compass,COMPS6,(703) 266-7277,,,,,,,,,,,5745,2020,0.26,132,FeeSimple,No,No,No,,,,1955,2014,VeryGood,3,1,1,Three,Colonial,Main,2,Yes,,Yes,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1792,222,VeryGood,,
VAFX1157858,RES,Active,,6,6,09/26/2020,,,,"$1,034,900","$1,029,105",,2970,,Winter Jack,35,Merrifield,VA,0,FAIRFAXVA,,,,NONE AVAILABLE,Jon Robert Appleman,3271446,Berkshire Hathaway HomeServices PenFed Realty,PFED48,(703) 716-2900,,,,,,,,,,,3491,2020,0.03,147,FeeSimple,No,No,Yes,Quarterly,625,Quarterly,2020,2352,,4,4,1,Three,Transitional,"Main,Upper1,Upper2,Upper3",,No,2,,,,,No,No,Yes,21 X 42,,,,2.5,,,BRIGHT,2352,0,,,
VAPW505640,RES,Active,,2,2,09/30/2020,,,,"$525,000","$525,000",,12043,,Stoneford,,Woodbridge,VA,1413,PRINCEWILLIAMVA,,,,LAKE RIDGE,Susie L Carpenter,13576,Coldwell Banker Realty,CBRB54,(703) 518-8300,,,,,,,,,,,5147,2020,0.29,131,FeeSimple,No,No,Yes,Quarterly,171,Quarterly,1979,2504,VeryGood,4,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,LowFlrLndry,,,No,No,No,,,,,2.5,,,BRIGHT,1779,725,VeryGood,,100
MDMC727074,RES,Active,,6,6,09/26/2020,,,,"$450,000","$450,000",,10913,,Show Pony,,Damascus,MD,2174,MONTGOMERYMD,,,,SWEEPSTAKES,Andrew A Werner Jr.,5927,RE/MAX Realty Group,RMX1,(301) 258-7757,,,,,,,,,,,4513,2019,0.31,011,FeeSimple,No,No,Yes,Annually,169.14,Annually,1987,1990,VeryGood,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1640,350,VeryGood,,
VAAX251478,RES,Active,,1,1,10/01/2020,,,,"$309,000","$309,000",,805,N,Howard,421,Alexandria,VA,5469,ALEXANDRIACITYVA,,,,SEMINARY HILLS,Eduardo Han,3032636,KW Metro Center,KWR19,(703) 535-3610,,,,,,,,,,,2901,2020,,014,Condominium,No,Yes,No,,,,1974,1017,,2,2,,Four,Other,Main,1,No,1,Yes,"DryerInUnit,WasherInUnit",,,No,No,No,,,,,2.5,,,BRIGHT,1017,0,,,
VAFX1157854,RES,Active,,3,3,09/29/2020,,,,"$725,000","$725,000",,7111,,Wilburdale,,Annandale,VA,6031,FAIRFAXVA,,,,WILBURDALE,Hector N Velasquez,106328,VELASQUEZ REAL ESTATE LLC,VEL1,(703) 830-7500,,,,,,,,,,,5945,2020,0.55,132,FeeSimple,No,No,No,,,,1957,1672,,5,3,,Two,Rancher,"Lower1,Main",,Yes,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1672,0,,,
VALO422266,RES,Active,,1,1,10/01/2020,,,,"$369,900","$369,900",,270,N,Cottage,,Sterling,VA,1385,LOUDOUNVA,,,,SUGARLAND RUN,Charlotte D Bonini,3054432,Keller Williams Realty,KWR18,(703) 430-9008,,,,,,,,,,,3053,2020,0.07,,FeeSimple,No,No,Yes,Monthly,140.02,Monthly,1974,1540,,3,2,1,Two,Contemporary,"Main,Upper1",,No,,,MainFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,1540,0,,,
MDMC727486,RES,Active,,6,6,09/26/2020,,,,"$764,990","$764,990",,21901,,Woodcock,,Clarksburg,MD,0,MONTGOMERYMD,,,,CABIN BRANCH,John T Kirk,3058486,RLAH Real Estate,RLAH6,(301) 652-0643,,,,,,,,,,,0,2019,0.17,011,FeeSimple,No,No,Yes,Monthly,108,Monthly,2020,3998,,3,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,"Hookup,MainFlrLndry",,,Yes,No,Yes,Davenport,,,,8000,0,,BRIGHT,2670,1328,,,
MDMC727326,RES,Active,,6,6,09/26/2020,,,,"$744,990","$744,990",,0,,Woodcock,,Clarksburg,MD,0,MONTGOMERYMD,,,,CABIN BRANCH,John T Kirk,3058486,RLAH Real Estate,RLAH6,(301) 652-0643,,,,,,,,,,,1,2019,0.13,,FeeSimple,No,No,Yes,Monthly,108,Monthly,2020,3492,,3,4,0,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,"Hookup,MainFlrLndry",,,Yes,No,Yes,Clarkson,,,,8000,0,,BRIGHT,2438,1054,,,
VALO422374,RES,Active,,6,6,09/26/2020,,,,"$360,000","$360,000",,6,,Berkeley,,Sterling,VA,5617,LOUDOUNVA,,,,COUNTRYSIDE,Michelina A Queri,98017,Keller Williams Realty Dulles,KWR77,(571) 313-5831,,,,,,,,,,,3404,2020,0.04,,FeeSimple,No,No,Yes,Monthly,99,Monthly,1983,1603,,3,2,1,Three,Other,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,,,,2,,,BRIGHT,1290,313,,,
MDPG582614,RES,Active,,2,2,09/30/2020,,,,"$385,000","$385,000",,7315,,Gavin,,New Carrollton,MD,3614,PRINCEGEORGESMD,,,,NEW CARROLLTON,Lisa A Ben-Shlaush,62284,"Long & Foster Real Estate, Inc.",LNG150,(301) 388-2600,,,,,,,,,,,5458,2019,0.17,011,FeeSimple,No,No,No,,,,1964,2956,,6,3,,Two,Rancher,"Lower1,Main",,Yes,,Yes,,,,Yes,No,No,,,,,2.5,2,,BRIGHT,1478,1478,,100,100
VAFX1157240,RES,Active,,6,6,09/26/2020,,,,"$729,000","$729,000",,5626,,Lierman,,Centreville,VA,1985,FAIRFAXVA,,,,SULLY MANOR,Yung D Kim,71772,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,7319,2020,0.1,132,FeeSimple,No,No,Yes,Monthly,100,Monthly,2005,4267,VeryGood,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3017,1250,VeryGood,,
VAMN140512,RES,Active,,2,2,09/30/2020,,,,"$250,000","$250,000",,9002,,Sandalwood,A,Manassas,VA,,MANASSASCITYVA,,,,WILDWOOD,Ruth P Castro,124184,RE Smart LLC,RRSL1,(703) 361-5100,,,,,,,,,,,2698,2020,,103,Condominium,No,Yes,No,,,,1985,1220,,3,1,1,Two,Other,Main,,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1220,0,,,
VALO422368,RES,Active,,1,1,10/01/2020,,,,"$310,000","$310,000",,214,,Saint Johns,,Sterling,VA,3249,LOUDOUNVA,,,,PROVIDENCE VILLAGE,Stephany DeBerry,3013221,"EXP Realty, LLC.",EXPY1,(866) 825-7169,,,,,,,,,,,2554,2020,,,Condominium,No,Yes,No,,,,1985,1038,,3,1,1,Two,Other,"Main,Upper1",,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1038,0,,,
VAFX1157842,RES,Active,,7,7,09/25/2020,,,,"$422,000","$422,000",,8340,,Greensboro,1011,Mclean,VA,3550,FAIRFAXVA,,,,ROTONDA,Renneye L Pike,16260,"McEnearney Associates, Inc.",MCE3,(703) 790-9090,,,,,,,,,,,4227,2020,,051,Condominium,No,Yes,No,,,,1978,1132,VeryGood,2,2,,One,Contemporary,Main,10,No,1,,"DryerInUnit,WasherInUnit",,,Yes,No,No,F,,,,2.5,,,BRIGHT,1132,0,VeryGood,,
DCDC488408,RES,Active,,7,7,09/25/2020,,,,"$365,000","$365,000",,2700,,Virginia,805,Washington,DC,,WASHINGTONDC,,,,WATERGATE,Ginette R. Winston,9555,"Winston Real Estate, Inc.",WAW1,(202) 333-4167,,,,,,,,,,,0,2020,,,Cooperative,No,Yes,No,,,,1970,965,Average,1,1,0,One,Other,"Lower1,Lower2,Main,Upper1,Upper2",8,No,,No,,,,Yes,No,No,,,,,3,3,,BRIGHT,965,,Average,,
VAFX1157828,RES,Active,,1,1,10/01/2020,,,,"$459,900","$459,900",,1168,,Cypress Tree,,Herndon,VA,4130,FAIRFAXVA,,,,PARKWAY PLAZA,Vilayvone P Temsupasiri,82085,Prosperity Realty LLC,PRPY1,(703) 385-8600,,,,,,,,,,,5232,2020,0.06,147,FeeSimple,No,No,Yes,Quarterly,289,Quarterly,1994,2066,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",1,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1456,610,,,
VAFX1157830,RES,Active,,1,27,09/25/2020,,,,"$549,900","$549,900",,5809,,Flanders,,Springfield,VA,2447,FAIRFAXVA,,,,LYNBROOK,Tammy Rasheed,113253,D.S.A. Properties & Investments LLC,DSPR1,(703) 501-5252,,,,,,,,,,,5035,2020,0.26,,FeeSimple,No,No,No,,,,1954,1475,VeryGood,3,2,,Four,SplitLevel,"Lower1,Main,Upper1,Upper2",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,I'm Gorgeous!,,,,2.5,,,BRIGHT,1475,0,VeryGood,,
VAFX1157838,RES,Active,,1,1,10/01/2020,,,,"$620,000","$620,000",,8524,,Bound Brook,,Alexandria,VA,2114,FAIRFAXVA,,,,RIVERSIDE ESTATES,Amy L Debok,117085,Century 21 New Millennium,CENT2001,(703) 922-4010,,,,,,,,,,,6166,2020,0.24,132,FeeSimple,No,No,No,,,,1964,1658,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1658,0,,,
VALO422358,RES,Active,,1,1,10/01/2020,,,,"$335,000","$335,000",,767,,Sugarland Run,,Sterling,VA,1328,LOUDOUNVA,,,,SUGARLAND RUN,Kathy A Pippin,3027479,Samson Properties,SAMP14,(703) 378-8810,,,,,,,,,,,3063,2020,0.11,,FeeSimple,No,No,Yes,Monthly,140,Monthly,1973,1540,"Excellent,VeryGood,Good",3,2,1,Two,"Colonial,Other","Main,Upper1",,No,,,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1540,0,"Excellent,VeryGood,Good",,
MDMC727072,RES,Active,,7,7,09/25/2020,,,,"$649,000","$649,000",,4904,,Waterfowl,,Rockville,MD,1467,MONTGOMERYMD,,,,NORBECK MANOR,Thomas A Powers,4697,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,,,,,,,,,,,6619,2019,0.25,011,FeeSimple,No,No,Yes,Monthly,27,Monthly,1986,2595,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,,,,2.75,2.75,,BRIGHT,2595,0,,,
VAAR170270,RES,Active,,7,7,09/25/2020,,,,"$265,000","$265,000",,900,,Taylor,1525,Arlington,VA,,ARLINGTONVA,,,,THE JEFFERSON - Sunrise Senior Living,Roxanne Y Southern,3108515,Jefferson Realty,JEFFR1,(703) 741-7562,,,,,,,,,,,2262.32,2020,,,Condominium,Yes,Yes,No,,,,1992,981,,2,2,0,One,Traditional,Main,15,No,,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,981,,,,
MDMC727418,RES,Active,,7,7,09/25/2020,,,,"$349,900","$349,900",,11410,,Strand,R-401,Rockville,MD,2938,MONTGOMERYMD,,,,OLD GEORGETOWN VILL CODM,Patricia A Stovall,5509,"Long & Foster Real Estate, Inc.",LNG51,(301) 975-9500,,,,,,,,,,,3072,2019,,011,Condominium,No,Yes,No,,,,1980,1219,Excellent,2,1,,One,Colonial,Main,4,No,2,,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1219,0,Excellent,,
VAFX1156724,RES,Active,,7,7,09/25/2020,,,,"$499,900","$499,900",,6615,,Fargo,,Springfield,VA,1506,FAIRFAXVA,,,,SPRINGFIELD ESTATES,Carlos A Rodriguez,8523,Realty Connection,RCNN1,(301) 439-1900,,,,,,,,,,,4496,2020,0.2,132,FeeSimple,No,No,No,,,,1959,1377,Excellent,5,2,,One,RaisedRanch,Main,,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1377,0,Excellent,,
VAFX1157360,RES,Active,,5,5,09/26/2020,,,,"$245,000","$245,000",,2908,,Kings Chapel,9,Falls Church,VA,1147,FAIRFAXVA,,,,YORKTOWNE SQUARE,Qiong Huang,82929,Evergreen Properties,EVG2,(703) 883-3788,,,,,,,,,,,2269,2020,,038,Condominium,No,Yes,No,,,,1966,929,,2,1,,One,CondoUnit,Main,3,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,929,0,,,
DCDC488962,RES,Active,,7,7,09/25/2020,,,,"$749,900","$749,900",,57,,N,235N,Washington,DC,,WASHINGTONDC,,,,TRUXTON CIRCLE,John Guggenmos,111215,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,,,,,,,,,,,0,2019,,,Condominium,No,Yes,No,,,,2018,1045,Excellent,2,2,0,Five,Contemporary,Main,3,No,,No,"DryerInUnit,WasherInUnit",,2,Yes,No,Yes,,,,,2.5,0,,BRIGHT,1045,,Excellent,,
MDMC727144,RES,Active,,6,6,09/26/2020,,,,"$325,000","$325,000",,5101,,River,1113,Bethesda,MD,1569,MONTGOMERYMD,,,,THE KENWOOD,Sharron T Cochran,78355,"Long & Foster Real Estate, Inc.",LNG336,(301) 229-4000,,,,,,,,,,,3411.09,2020,,011,Condominium,No,Yes,No,,,,1969,1360,VeryGood,2,2,0,One,Contemporary,Main,11,No,1,,Common,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1360,0,VeryGood,,
VAFX1156804,RES,Active,,7,7,09/25/2020,,,,"$735,000","$735,000",,13405,,Sand Rock,,Chantilly,VA,2472,FAIRFAXVA,,,,POPLAR TREE ESTATES,Elizabeth A McGuiness,79626,"Long & Foster Real Estate, Inc.",LNG85,(703) 968-7000,,,,,,,,,,,7441,2020,0.24,132,FeeSimple,No,No,Yes,Quarterly,125,Quarterly,1983,3364,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,2764,600,,,
MDPG582600,RES,Active,,7,7,09/25/2020,,,,"$392,500","$387,500",,9052,,Rhode Island,,College Park,MD,1901,PRINCEGEORGESMD,,,,LOCUST SPRINGS,Robert C Allen,1079,"Long & Foster Real Estate, Inc.",LNG36,(301) 384-8700,,,,,,,,,,,4900,2019,0.26,011,FeeSimple,No,No,No,,,,1902,1088,VeryGood,3,1,,One,"Bungalow,CapeCod,Rancher",Main,,Yes,1,,,,,No,No,No,,,,,2.5,2.5,,BRIGHT,1088,0,VeryGood,,
DCDC488950,RES,Active,,7,7,09/25/2020,,,,"$895,000","$895,000",,3324,,Highland,,Washington,DC,,WASHINGTONDC,,,,CLEVELAND PARK,Margot D Wilson,6022,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,,,,,,,,,,4248,2019,0.1,,FeeSimple,No,Yes,No,,,,1906,1911,,3,3,0,Four,Victorian,"Lower1,Main,Upper1,Upper2",,Yes,,Yes,,,,Yes,No,No,,,,,3,3,,BRIGHT,1911,0,,,
DCDC488770,RES,Active,,7,7,09/25/2020,,,,"$799,900","$799,900",,57,,N,435N,Washington,DC,,WASHINGTONDC,,,,TRUXTON CIRCLE,John Guggenmos,111215,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,,,,,,,,,,,0,2019,,,Condominium,No,Yes,No,,,,2018,1045,Excellent,2,2,0,Five,Contemporary,Main,3,No,,No,"DryerInUnit,WasherInUnit",,2,Yes,No,Yes,,,,,2.5,0,,BRIGHT,1045,,Excellent,,
VAPW505500,RES,Active,,3,3,09/29/2020,,,,"$424,990","$424,990",,4520,,Logmill,,Gainesville,VA,1009,PRINCEWILLIAMVA,,,,NONE AVAILABLE,Hannah Won,3229993,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,3611,2020,1,131,FeeSimple,No,No,No,,,,1979,1456,VeryGood,3,2,,One,Rancher,Main,,No,,Yes,"DryerInUnit,MainFlrLndry",,,Yes,No,No,,,,,2.5,,,BRIGHT,1456,0,VeryGood,,
MDPG582602,RES,Active,,5,5,09/27/2020,,,,"$259,000","$259,000",,813,,Clovis,,Capitol Heights,MD,3942,PRINCEGEORGESMD,,,,GR CAPITOL HEIGHTS,Anthony Jose Quiroz Olivares,3298623,HomeSmart,TSTA1,(301) 434-4065,,,,,,,,,,,2616,2019,0.09,011,FeeSimple,No,No,No,,,,1962,950,,3,1,,One,Rancher,Main,,No,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,950,0,,,
MDPG582414,RES,Active,,7,7,09/25/2020,,,,"$285,000","$285,000",,2801,,Mueserbush,,Lanham,MD,,PRINCEGEORGESMD,,,,FROST SUB PLAT 1>,Doretha Mccallum,3295080,"Long & Foster Real Estate, Inc.",LNG150,(301) 388-2600,,,,,,,,,,,2543,2020,0.05,,FeeSimple,No,No,Yes,Monthly,81,Monthly,1989,1160,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1160,,,,
MDMC727288,RES,Active,,7,7,09/25/2020,,,,"$490,000","$490,000",,4515,,Aspen Hill,,Rockville,MD,2832,MONTGOMERYMD,,,,WHEATON WOODS,Regina L Davis,3224647,"Fathom Realty MD, LLC.",FHOM1,(410) 874-8111,,,,,,,,,,,4350,2019,0.21,011,FeeSimple,No,No,No,,,,1955,1776,,4,2,,One,Rancher,"Lower1,Main",,Yes,2,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1026,750,,,
MDPG582598,RES,Active,,7,7,09/25/2020,,,,"$619,900","$619,900",,8920,,Tonbridge,,Hyattsville,MD,2052,PRINCEGEORGESMD,,,,HOLLY HILL FARM,Pennye Green,2721,"Long & Foster Real Estate, Inc.",LNG1,(301) 907-7600,,,,,,,,,,,6980,2019,0.28,011,FeeSimple,No,No,Yes,Monthly,50,Monthly,1997,2996,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.75,1.25,,BRIGHT,2996,0,,,
DCDC488952,RES,Active,,1,1,10/01/2020,,,,"$499,900","$499,900",,5030,,10Th,,Washington,DC,2844,WASHINGTONDC,,,,MICHIGAN PARK,William B Thompson,3063862,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,,,,,,,,,,2399,2019,0.07,,FeeSimple,No,No,No,,,,1952,1485,Excellent,4,1,1,Three,Federal,Main,,Yes,,No,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1080,405,Excellent,,
MDMC727452,RES,Active,,1,1,10/01/2020,,,,"$438,895","$438,895",,8501,,Tindal Springs,,Gaithersburg,MD,4939,MONTGOMERYMD,,,,MEADOWGATE,Hycienth C Obiakor,84274,"Long & Foster Real Estate, Inc.",LNG51,(301) 975-9500,,,,,,,,,,,4299,2019,0.06,011,FeeSimple,No,No,Yes,Quarterly,346,Quarterly,1988,1861,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,,,,,3,1,,BRIGHT,1861,0,Excellent,,
DCDC488946,RES,Active,,1,1,10/01/2020,,,,"$625,000","$625,000",,703,,Newton,1,Washington,DC,1773,WASHINGTONDC,,,,PARK VIEW,William B Thompson,3063862,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,,,,,,,,,,4420,2019,,,Condominium,No,Yes,No,,,,2015,1296,Excellent,2,2,1,Two,Contemporary,Main,1,No,,,,,,Yes,No,No,,,,,2.75,2.75,,BRIGHT,1296,0,Excellent,,
VALO422320,RES,Active,,7,7,09/25/2020,,,,"$225,000","$225,000",,24674,,Byrne Meadow,,Aldie,VA,5698,LOUDOUNVA,,,,MERCER PARK CONDOMINIUM,Kay Dillon,3044843,Keller Williams Realty,KWR18,(703) 430-9008,,,,,,,,,,,2033,2020,,,Condominium,No,Yes,Yes,Monthly,71,Monthly,2011,987,Excellent,1,1,,One,CondoUnit,Main,1,No,,No,"DryerInUnit,HasLaundry,WasherInUnit",,,No,No,No,,,,,2.5,,,BRIGHT,987,0,Excellent,,
MDAA447962,RES,Active,,7,7,09/25/2020,,,,"$349,900","$349,900",,244,,Sharptown,,Laurel,MD,2210,ANNEARUNDELMD,,,,MARYLAND CITY,Pennye Green,2721,"Long & Foster Real Estate, Inc.",LNG1,(301) 907-7600,,,,,,,,,,,2826,2019,0.16,011,FeeSimple,No,No,No,,,,1961,1308,,3,1,,Two,Rancher,Main,,Yes,,,,,,Yes,No,No,,,,,2.75,1,,BRIGHT,1008,300,,,
VAAR170228,RES,Active,,7,7,09/25/2020,,,,"$825,000","$825,000",,5130,,11Th,,Arlington,VA,3228,ARLINGTONVA,,,,COLUMBIA FOREST,Rebecca M Seekford,66558,"Arlington Realty, Inc.",ARL1,(703) 836-6000,,,,,,,,,,,6294,2020,0.15,004,FeeSimple,No,No,No,,,,1942,2250,VeryGood,4,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,3,,,BRIGHT,1500,750,VeryGood,,
MDMC727242,RES,Active,,5,5,09/27/2020,,,,"$365,000","$365,000",,786,,Azalea,15,Rockville,MD,2015,MONTGOMERYMD,,,,REGENT SQUARE CO,Joanne Cembrook,3225859,RE/MAX Real Estate Group,RREG2,(304) 728-7477,,,,,,,,,,,4172,2019,,011,Condominium,No,Yes,No,,,,1966,1320,,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1320,0,,,
MDMC727422,RES,Active,,7,7,09/25/2020,,,,"$239,000","$239,000",,921,,Hillside Lake,303,Gaithersburg,MD,5255,MONTGOMERYMD,,,,VISTAS WASHINGTONIAN WOO,Douglas A Crowley,1966,RE/MAX Realty Group,RMX2,(301) 921-4500,,,,,,,,,,,2704,2019,,011,Condominium,No,Yes,Yes,Monthly,43,Monthly,1990,892,,2,2,,One,Villa,Main,3,No,,Yes,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,892,0,,,
VAFX1157798,RES,Active,,6,6,09/25/2020,,,,"$499,900","$499,900",,7451,,Towchester,,Alexandria,VA,3837,FAIRFAXVA,,,,HAYFIELD VIEW,Michael Ragen,16046,RE/MAX 100,RMAX1002,(703) 642-3380,,,,,,,,,,,4728,2020,0.06,147,FeeSimple,No,No,Yes,Monthly,122.19,Monthly,1983,1630,Excellent,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,3,,,BRIGHT,1320,310,Excellent,,
MDPG582588,RES,Active,,1,1,10/01/2020,,,,"$122,000","$122,000",,7615,,Fontainebleau,2122,New Carrollton,MD,3828,PRINCEGEORGESMD,,,,FRENCHMANS CREEK,Tamar Myers-Moffatt,3070664,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,1286,2020,,,Condominium,No,Yes,No,,,,1964,933,,2,1,,Three,CondoUnit,Main,1,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,933,0,,,
